substrate,gene1,gene2,gene1_name,gene2_name,ko_type,wt_growth
N-Acetyl-Neuraminic,b2926,b3738,pgk,atpB,double,0.9193
N-Acetyl-Neuraminic,b2708,b3197,srlQ,kdsD,double,0.9193
N-Acetyl-Neuraminic,b0954,b2836,fabA,aas,double,0.9193
N-Acetyl-Neuraminic,b0149,b3396,mrcB,mrcA,double,0.9193
N-Acetyl-Neuraminic,b0099,b1865,mutT,nudB,double,0.9193
N-Acetyl-Neuraminic,b1622,b3008,malY,metC,double,0.9193
N-Acetyl-Neuraminic,b2508,b2867,guaB,xdhB,double,0.9193
N-Acetyl-Neuraminic,b0032,b0521,carA,ybcF,double,0.9193
N-Acetyl-Neuraminic,b1779,b3733,gapA,atpG,double,0.9193
N-Acetyl-Neuraminic,b3829,b4019,metE,metH,double,0.9193
N-Acetyl-Neuraminic,b2551,b2913,glyA,serA,double,0.9193
N-Acetyl-Neuraminic,b3386,b4025,rpe,pgi,double,0.9193
N-Acetyl-Neuraminic,b0954,b3846,fabA,fadB,double,0.9193
N-Acetyl-Neuraminic,b2508,b2866,guaB,xdhA,double,0.9193
N-Acetyl-Neuraminic,b2029,b3386,gnd,rpe,double,0.9193
N-Acetyl-Neuraminic,b0763,b2422,modA,cysA,double,0.9193
N-Acetyl-Neuraminic,b0870,b2551,ltaE,glyA,double,0.9193
N-Acetyl-Neuraminic,b0002,b3940,thrA,metL,double,0.9193
N-Acetyl-Neuraminic,b0238,b2508,gpt,guaB,double,0.9193
N-Acetyl-Neuraminic,b0073,b1800,leuB,dmlA,double,0.9193
N-Acetyl-Neuraminic,b2926,b3735,pgk,atpH,double,0.9193
N-Acetyl-Neuraminic,b0077,b3671,ilvI,ilvB,double,0.9193
N-Acetyl-Neuraminic,b0171,b0910,pyrH,cmk,double,0.9193
N-Acetyl-Neuraminic,b1190,b4053,dadX,alr,double,0.9193
N-Acetyl-Neuraminic,b0118,b1276,acnB,acnA,double,0.9193
N-Acetyl-Neuraminic,b0764,b2422,modB,cysA,double,0.9193
N-Acetyl-Neuraminic,b1852,b3386,zwf,rpe,double,0.9193
N-Acetyl-Neuraminic,b0763,b2424,modA,cysU,double,0.9193
N-Acetyl-Neuraminic,b1702,b1779,ppsA,gapA,double,0.9193
N-Acetyl-Neuraminic,b1761,b3213,gdhA,gltD,double,0.9193
N-Acetyl-Neuraminic,b0033,b0521,carB,ybcF,double,0.9193
N-Acetyl-Neuraminic,b0092,b0381,ddlB,ddlA,double,0.9193
N-Acetyl-Neuraminic,b1096,b4039,pabC,ubiC,double,0.9193
N-Acetyl-Neuraminic,b0764,b2424,modB,cysU,double,0.9193
N-Acetyl-Neuraminic,b0273,b4254,argF,argI,double,0.9193
N-Acetyl-Neuraminic,b0763,b2423,modA,cysW,double,0.9193
N-Acetyl-Neuraminic,b2926,b3737,pgk,atpE,double,0.9193
N-Acetyl-Neuraminic,b0765,b2423,modC,cysW,double,0.9193
N-Acetyl-Neuraminic,b2926,b3736,pgk,atpF,double,0.9193
N-Acetyl-Neuraminic,b2926,b3731,pgk,atpC,double,0.9193
N-Acetyl-Neuraminic,b1779,b3734,gapA,atpA,double,0.9193
N-Acetyl-Neuraminic,b1849,b2500,purT,purN,double,0.9193
N-Acetyl-Neuraminic,b0767,b3386,pgl,rpe,double,0.9193
N-Acetyl-Neuraminic,b0078,b3670,ilvH,ilvN,double,0.9193
N-Acetyl-Neuraminic,b1702,b2926,ppsA,pgk,double,0.9193
N-Acetyl-Neuraminic,b2436,b3867,hemF,hemN,double,0.9193
N-Acetyl-Neuraminic,b0077,b3670,ilvI,ilvN,double,0.9193
N-Acetyl-Neuraminic,b2235,b4238,nrdB,nrdD,double,0.9193
N-Acetyl-Neuraminic,b1090,b4041,plsX,plsB,double,0.9193
N-Acetyl-Neuraminic,b1761,b3212,gdhA,gltB,double,0.9193
N-Acetyl-Neuraminic,b2234,b4238,nrdA,nrdD,double,0.9193
N-Acetyl-Neuraminic,b1779,b3735,gapA,atpH,double,0.9193
N-Acetyl-Neuraminic,b3059,b4041,plsY,plsB,double,0.9193
N-Acetyl-Neuraminic,b0674,b3744,asnB,asnA,double,0.9193
N-Acetyl-Neuraminic,b0765,b2424,modC,cysU,double,0.9193
N-Acetyl-Neuraminic,b0844,b3812,ybjI,yigB,double,0.9193
N-Acetyl-Neuraminic,b0078,b3671,ilvH,ilvB,double,0.9193
N-Acetyl-Neuraminic,b1378,b3924,pfo,fpr,double,0.9193
N-Acetyl-Neuraminic,b0870,b2320,ltaE,pdxB,double,0.9193
N-Acetyl-Neuraminic,b2926,b3733,pgk,atpG,double,0.9193
N-Acetyl-Neuraminic,b2551,b4388,glyA,serB,double,0.9193
N-Acetyl-Neuraminic,b0452,b0954,tesB,fabA,double,0.9193
N-Acetyl-Neuraminic,b1692,b3281,ydiB,aroE,double,0.9193
N-Acetyl-Neuraminic,b2582,b3781,trxC,trxA,double,0.9193
Adenosine,b0388,b3390,aroL,aroK,double,0.7942
Adenosine,b0765,b2422,modC,cysA,double,0.7942
Adenosine,b0928,b4054,aspC,tyrB,double,0.7942
Adenosine,b3117,b3772,tdcB,ilvA,double,0.7942
Adenosine,b1982,b3738,amn,atpB,double,0.7942
Adenosine,b2508,b2868,guaB,xdhC,double,0.7942
Adenosine,b0048,b1606,folA,folM,double,0.7942
Adenosine,b2926,b3732,pgk,atpD,double,0.7942
Adenosine,b1779,b3738,gapA,atpB,double,0.7942
Adenosine,b0764,b2423,modB,cysW,double,0.7942
Adenosine,b2414,b2421,cysK,cysM,double,0.7942
Adenosine,b3386,b3736,rpe,atpF,double,0.7942
Adenosine,b1692,b3281,ydiB,aroE,double,0.7942
Adenosine,b0155,b1592,clcA,clcB,double,0.7942
Adenosine,b1982,b3736,amn,atpF,double,0.7942
Adenosine,b2926,b3734,pgk,atpA,double,0.7942
Adenosine,b1779,b3731,gapA,atpC,double,0.7942
Adenosine,b2465,b2935,tktB,tktA,double,0.7942
Adenosine,b0907,b2551,serC,glyA,double,0.7942
Adenosine,b1779,b3736,gapA,atpF,double,0.7942
Adenosine,b0870,b0907,ltaE,serC,double,0.7942
Adenosine,b1779,b3737,gapA,atpE,double,0.7942
Adenosine,b1702,b2779,ppsA,eno,double,0.7942
Adenosine,b0684,b2895,fldA,fldB,double,0.7942
Adenosine,b0126,b0339,can,cynT,double,0.7942
Adenosine,b1779,b3732,gapA,atpD,double,0.7942
Adenosine,b2926,b3738,pgk,atpB,double,0.7942
Adenosine,b2779,b3735,eno,atpH,double,0.7942
Adenosine,b2779,b3733,eno,atpG,double,0.7942
Adenosine,b1982,b3732,amn,atpD,double,0.7942
Adenosine,b2779,b3737,eno,atpE,double,0.7942
Adenosine,b2779,b3731,eno,atpC,double,0.7942
Adenosine,b0954,b2836,fabA,aas,double,0.7942
Adenosine,b0149,b3396,mrcB,mrcA,double,0.7942
Adenosine,b0099,b1865,mutT,nudB,double,0.7942
Adenosine,b1622,b3008,malY,metC,double,0.7942
Adenosine,b2508,b2867,guaB,xdhB,double,0.7942
Adenosine,b0032,b0521,carA,ybcF,double,0.7942
Adenosine,b1779,b3733,gapA,atpG,double,0.7942
Adenosine,b3829,b4019,metE,metH,double,0.7942
Adenosine,b2551,b2913,glyA,serA,double,0.7942
Adenosine,b3386,b3735,rpe,atpH,double,0.7942
Adenosine,b0954,b3846,fabA,fadB,double,0.7942
Adenosine,b2393,b2964,nupC,nupG,double,0.7942
Adenosine,b3386,b3738,rpe,atpB,double,0.7942
Adenosine,b2508,b2866,guaB,xdhA,double,0.7942
Adenosine,b0763,b2422,modA,cysA,double,0.7942
Adenosine,b0870,b2551,ltaE,glyA,double,0.7942
Adenosine,b1517,b3386,lsrF,rpe,double,0.7942
Adenosine,b0002,b3940,thrA,metL,double,0.7942
Adenosine,b0238,b2508,gpt,guaB,double,0.7942
Adenosine,b0073,b1800,leuB,dmlA,double,0.7942
Adenosine,b2926,b3735,pgk,atpH,double,0.7942
Adenosine,b0077,b3671,ilvI,ilvB,double,0.7942
Adenosine,b3386,b3732,rpe,atpD,double,0.7942
Adenosine,b0171,b0910,pyrH,cmk,double,0.7942
Adenosine,b1190,b4053,dadX,alr,double,0.7942
Adenosine,b0118,b1276,acnB,acnA,double,0.7942
Adenosine,b0764,b2422,modB,cysA,double,0.7942
Adenosine,b1982,b3735,amn,atpH,double,0.7942
Adenosine,b2779,b3732,eno,atpD,double,0.7942
Adenosine,b0763,b2424,modA,cysU,double,0.7942
Adenosine,b1702,b1779,ppsA,gapA,double,0.7942
Adenosine,b1761,b3213,gdhA,gltD,double,0.7942
Adenosine,b0033,b0521,carB,ybcF,double,0.7942
Adenosine,b0092,b0381,ddlB,ddlA,double,0.7942
Adenosine,b1982,b3731,amn,atpC,double,0.7942
Adenosine,b1096,b4039,pabC,ubiC,double,0.7942
Adenosine,b0764,b2424,modB,cysU,double,0.7942
Adenosine,b0273,b4254,argF,argI,double,0.7942
Adenosine,b0763,b2423,modA,cysW,double,0.7942
Adenosine,b2926,b3737,pgk,atpE,double,0.7942
Adenosine,b0765,b2423,modC,cysW,double,0.7942
Adenosine,b1982,b3734,amn,atpA,double,0.7942
Adenosine,b2926,b3736,pgk,atpF,double,0.7942
Adenosine,b2926,b3731,pgk,atpC,double,0.7942
Adenosine,b1779,b3734,gapA,atpA,double,0.7942
Adenosine,b1849,b2500,purT,purN,double,0.7942
Adenosine,b3386,b3731,rpe,atpC,double,0.7942
Adenosine,b3386,b3733,rpe,atpG,double,0.7942
Adenosine,b1518,b3386,lsrG,rpe,double,0.7942
Adenosine,b1511,b3386,lsrK,rpe,double,0.7942
Adenosine,b0078,b3670,ilvH,ilvN,double,0.7942
Adenosine,b1702,b2926,ppsA,pgk,double,0.7942
Adenosine,b2779,b3738,eno,atpB,double,0.7942
Adenosine,b2436,b3867,hemF,hemN,double,0.7942
Adenosine,b0077,b3670,ilvI,ilvN,double,0.7942
Adenosine,b2235,b4238,nrdB,nrdD,double,0.7942
Adenosine,b3386,b3734,rpe,atpA,double,0.7942
Adenosine,b1090,b4041,plsX,plsB,double,0.7942
Adenosine,b2779,b3736,eno,atpF,double,0.7942
Adenosine,b1761,b3212,gdhA,gltB,double,0.7942
Adenosine,b2234,b4238,nrdA,nrdD,double,0.7942
Adenosine,b1779,b3735,gapA,atpH,double,0.7942
Adenosine,b3059,b4041,plsY,plsB,double,0.7942
Adenosine,b0261,b3386,mmuM,rpe,double,0.7942
Adenosine,b3386,b3737,rpe,atpE,double,0.7942
Adenosine,b1982,b3733,amn,atpG,double,0.7942
Adenosine,b0674,b3744,asnB,asnA,double,0.7942
Adenosine,b0765,b2424,modC,cysU,double,0.7942
Adenosine,b0844,b3812,ybjI,yigB,double,0.7942
Adenosine,b1982,b3737,amn,atpE,double,0.7942
Adenosine,b2779,b3734,eno,atpA,double,0.7942
Adenosine,b0078,b3671,ilvH,ilvB,double,0.7942
Adenosine,b1378,b3924,pfo,fpr,double,0.7942
Adenosine,b0870,b2320,ltaE,pdxB,double,0.7942
Adenosine,b2551,b4388,glyA,serB,double,0.7942
Adenosine,b2926,b3733,pgk,atpG,double,0.7942
Adenosine,b0452,b0954,tesB,fabA,double,0.7942
Adenosine,b2708,b3197,srlQ,kdsD,double,0.7942
Adenosine,b2582,b3781,trxC,trxA,double,0.7942
Glucose-6-Phosphate,b0388,b3390,aroL,aroK,double,0.8689
Glucose-6-Phosphate,b0765,b2422,modC,cysA,double,0.8689
Glucose-6-Phosphate,b0928,b4054,aspC,tyrB,double,0.8689
Glucose-6-Phosphate,b3117,b3772,tdcB,ilvA,double,0.8689
Glucose-6-Phosphate,b2508,b2868,guaB,xdhC,double,0.8689
Glucose-6-Phosphate,b0048,b1606,folA,folM,double,0.8689
Glucose-6-Phosphate,b1779,b3738,gapA,atpB,double,0.8689
Glucose-6-Phosphate,b2926,b3732,pgk,atpD,double,0.8689
Glucose-6-Phosphate,b0764,b2423,modB,cysW,double,0.8689
Glucose-6-Phosphate,b2414,b2421,cysK,cysM,double,0.8689
Glucose-6-Phosphate,b1692,b3281,ydiB,aroE,double,0.8689
Glucose-6-Phosphate,b0155,b1592,clcA,clcB,double,0.8689
Glucose-6-Phosphate,b2926,b3734,pgk,atpA,double,0.8689
Glucose-6-Phosphate,b2465,b2935,tktB,tktA,double,0.8689
Glucose-6-Phosphate,b1779,b3731,gapA,atpC,double,0.8689
Glucose-6-Phosphate,b0907,b2551,serC,glyA,double,0.8689
Glucose-6-Phosphate,b1779,b3736,gapA,atpF,double,0.8689
Glucose-6-Phosphate,b0870,b0907,ltaE,serC,double,0.8689
Glucose-6-Phosphate,b1779,b3737,gapA,atpE,double,0.8689
Glucose-6-Phosphate,b1702,b2779,ppsA,eno,double,0.8689
Glucose-6-Phosphate,b0684,b2895,fldA,fldB,double,0.8689
Glucose-6-Phosphate,b2926,b3738,pgk,atpB,double,0.8689
Glucose-6-Phosphate,b0126,b0339,can,cynT,double,0.8689
Glucose-6-Phosphate,b1779,b3732,gapA,atpD,double,0.8689
Glucose-6-Phosphate,b0954,b2836,fabA,aas,double,0.8689
Glucose-6-Phosphate,b0149,b3396,mrcB,mrcA,double,0.8689
Glucose-6-Phosphate,b0099,b1865,mutT,nudB,double,0.8689
Glucose-6-Phosphate,b1622,b3008,malY,metC,double,0.8689
Glucose-6-Phosphate,b2508,b2867,guaB,xdhB,double,0.8689
Glucose-6-Phosphate,b0032,b0521,carA,ybcF,double,0.8689
Glucose-6-Phosphate,b1779,b3733,gapA,atpG,double,0.8689
Glucose-6-Phosphate,b3829,b4019,metE,metH,double,0.8689
Glucose-6-Phosphate,b2551,b2913,glyA,serA,double,0.8689
Glucose-6-Phosphate,b0954,b3846,fabA,fadB,double,0.8689
Glucose-6-Phosphate,b2508,b2866,guaB,xdhA,double,0.8689
Glucose-6-Phosphate,b2029,b3386,gnd,rpe,double,0.8689
Glucose-6-Phosphate,b0763,b2422,modA,cysA,double,0.8689
Glucose-6-Phosphate,b0870,b2551,ltaE,glyA,double,0.8689
Glucose-6-Phosphate,b0767,b4025,pgl,pgi,double,0.8689
Glucose-6-Phosphate,b0002,b3940,thrA,metL,double,0.8689
Glucose-6-Phosphate,b0238,b2508,gpt,guaB,double,0.8689
Glucose-6-Phosphate,b0073,b1800,leuB,dmlA,double,0.8689
Glucose-6-Phosphate,b2926,b3735,pgk,atpH,double,0.8689
Glucose-6-Phosphate,b0077,b3671,ilvI,ilvB,double,0.8689
Glucose-6-Phosphate,b0171,b0910,pyrH,cmk,double,0.8689
Glucose-6-Phosphate,b1190,b4053,dadX,alr,double,0.8689
Glucose-6-Phosphate,b0118,b1276,acnB,acnA,double,0.8689
Glucose-6-Phosphate,b0764,b2422,modB,cysA,double,0.8689
Glucose-6-Phosphate,b1852,b3386,zwf,rpe,double,0.8689
Glucose-6-Phosphate,b0763,b2424,modA,cysU,double,0.8689
Glucose-6-Phosphate,b1761,b3213,gdhA,gltD,double,0.8689
Glucose-6-Phosphate,b1702,b1779,ppsA,gapA,double,0.8689
Glucose-6-Phosphate,b0033,b0521,carB,ybcF,double,0.8689
Glucose-6-Phosphate,b0092,b0381,ddlB,ddlA,double,0.8689
Glucose-6-Phosphate,b1096,b4039,pabC,ubiC,double,0.8689
Glucose-6-Phosphate,b0764,b2424,modB,cysU,double,0.8689
Glucose-6-Phosphate,b0273,b4254,argF,argI,double,0.8689
Glucose-6-Phosphate,b0763,b2423,modA,cysW,double,0.8689
Glucose-6-Phosphate,b2926,b3737,pgk,atpE,double,0.8689
Glucose-6-Phosphate,b0765,b2423,modC,cysW,double,0.8689
Glucose-6-Phosphate,b2926,b3736,pgk,atpF,double,0.8689
Glucose-6-Phosphate,b2926,b3731,pgk,atpC,double,0.8689
Glucose-6-Phosphate,b1779,b3734,gapA,atpA,double,0.8689
Glucose-6-Phosphate,b1849,b2500,purT,purN,double,0.8689
Glucose-6-Phosphate,b2029,b4025,gnd,pgi,double,0.8689
Glucose-6-Phosphate,b0767,b3386,pgl,rpe,double,0.8689
Glucose-6-Phosphate,b0078,b3670,ilvH,ilvN,double,0.8689
Glucose-6-Phosphate,b1702,b2926,ppsA,pgk,double,0.8689
Glucose-6-Phosphate,b2436,b3867,hemF,hemN,double,0.8689
Glucose-6-Phosphate,b0077,b3670,ilvI,ilvN,double,0.8689
Glucose-6-Phosphate,b2235,b4238,nrdB,nrdD,double,0.8689
Glucose-6-Phosphate,b1090,b4041,plsX,plsB,double,0.8689
Glucose-6-Phosphate,b1852,b4025,zwf,pgi,double,0.8689
Glucose-6-Phosphate,b1761,b3212,gdhA,gltB,double,0.8689
Glucose-6-Phosphate,b2234,b4238,nrdA,nrdD,double,0.8689
Glucose-6-Phosphate,b1779,b3735,gapA,atpH,double,0.8689
Glucose-6-Phosphate,b3059,b4041,plsY,plsB,double,0.8689
Glucose-6-Phosphate,b0674,b3744,asnB,asnA,double,0.8689
Glucose-6-Phosphate,b0765,b2424,modC,cysU,double,0.8689
Glucose-6-Phosphate,b0844,b3812,ybjI,yigB,double,0.8689
Glucose-6-Phosphate,b0078,b3671,ilvH,ilvB,double,0.8689
Glucose-6-Phosphate,b1378,b3924,pfo,fpr,double,0.8689
Glucose-6-Phosphate,b0870,b2320,ltaE,pdxB,double,0.8689
Glucose-6-Phosphate,b2551,b4388,glyA,serB,double,0.8689
Glucose-6-Phosphate,b2926,b3733,pgk,atpG,double,0.8689
Glucose-6-Phosphate,b0452,b0954,tesB,fabA,double,0.8689
Glucose-6-Phosphate,b2708,b3197,srlQ,kdsD,double,0.8689
Glucose-6-Phosphate,b2582,b3781,trxC,trxA,double,0.8689
Fructose-6-Phosphate,b0388,b3390,aroL,aroK,double,0.8689
Fructose-6-Phosphate,b0765,b2422,modC,cysA,double,0.8689
Fructose-6-Phosphate,b0928,b4054,aspC,tyrB,double,0.8689
Fructose-6-Phosphate,b3117,b3772,tdcB,ilvA,double,0.8689
Fructose-6-Phosphate,b2508,b2868,guaB,xdhC,double,0.8689
Fructose-6-Phosphate,b0048,b1606,folA,folM,double,0.8689
Fructose-6-Phosphate,b1779,b3738,gapA,atpB,double,0.8689
Fructose-6-Phosphate,b2926,b3732,pgk,atpD,double,0.8689
Fructose-6-Phosphate,b0764,b2423,modB,cysW,double,0.8689
Fructose-6-Phosphate,b2414,b2421,cysK,cysM,double,0.8689
Fructose-6-Phosphate,b1692,b3281,ydiB,aroE,double,0.8689
Fructose-6-Phosphate,b2926,b3734,pgk,atpA,double,0.8689
Fructose-6-Phosphate,b0155,b1592,clcA,clcB,double,0.8689
Fructose-6-Phosphate,b2465,b2935,tktB,tktA,double,0.8689
Fructose-6-Phosphate,b1779,b3731,gapA,atpC,double,0.8689
Fructose-6-Phosphate,b0907,b2551,serC,glyA,double,0.8689
Fructose-6-Phosphate,b1779,b3736,gapA,atpF,double,0.8689
Fructose-6-Phosphate,b0870,b0907,ltaE,serC,double,0.8689
Fructose-6-Phosphate,b1779,b3737,gapA,atpE,double,0.8689
Fructose-6-Phosphate,b1702,b2779,ppsA,eno,double,0.8689
Fructose-6-Phosphate,b0126,b0339,can,cynT,double,0.8689
Fructose-6-Phosphate,b1779,b3732,gapA,atpD,double,0.8689
Fructose-6-Phosphate,b2926,b3738,pgk,atpB,double,0.8689
Fructose-6-Phosphate,b0684,b2895,fldA,fldB,double,0.8689
Fructose-6-Phosphate,b0954,b2836,fabA,aas,double,0.8689
Fructose-6-Phosphate,b0149,b3396,mrcB,mrcA,double,0.8689
Fructose-6-Phosphate,b0099,b1865,mutT,nudB,double,0.8689
Fructose-6-Phosphate,b1622,b3008,malY,metC,double,0.8689
Fructose-6-Phosphate,b2508,b2867,guaB,xdhB,double,0.8689
Fructose-6-Phosphate,b0032,b0521,carA,ybcF,double,0.8689
Fructose-6-Phosphate,b1779,b3733,gapA,atpG,double,0.8689
Fructose-6-Phosphate,b3829,b4019,metE,metH,double,0.8689
Fructose-6-Phosphate,b2551,b2913,glyA,serA,double,0.8689
Fructose-6-Phosphate,b3386,b4025,rpe,pgi,double,0.8689
Fructose-6-Phosphate,b0954,b3846,fabA,fadB,double,0.8689
Fructose-6-Phosphate,b2508,b2866,guaB,xdhA,double,0.8689
Fructose-6-Phosphate,b2029,b3386,gnd,rpe,double,0.8689
Fructose-6-Phosphate,b0763,b2422,modA,cysA,double,0.8689
Fructose-6-Phosphate,b0870,b2551,ltaE,glyA,double,0.8689
Fructose-6-Phosphate,b0073,b1800,leuB,dmlA,double,0.8689
Fructose-6-Phosphate,b0002,b3940,thrA,metL,double,0.8689
Fructose-6-Phosphate,b0238,b2508,gpt,guaB,double,0.8689
Fructose-6-Phosphate,b2926,b3735,pgk,atpH,double,0.8689
Fructose-6-Phosphate,b0077,b3671,ilvI,ilvB,double,0.8689
Fructose-6-Phosphate,b0171,b0910,pyrH,cmk,double,0.8689
Fructose-6-Phosphate,b1190,b4053,dadX,alr,double,0.8689
Fructose-6-Phosphate,b0118,b1276,acnB,acnA,double,0.8689
Fructose-6-Phosphate,b0764,b2422,modB,cysA,double,0.8689
Fructose-6-Phosphate,b1852,b3386,zwf,rpe,double,0.8689
Fructose-6-Phosphate,b0763,b2424,modA,cysU,double,0.8689
Fructose-6-Phosphate,b1761,b3213,gdhA,gltD,double,0.8689
Fructose-6-Phosphate,b1702,b1779,ppsA,gapA,double,0.8689
Fructose-6-Phosphate,b0033,b0521,carB,ybcF,double,0.8689
Fructose-6-Phosphate,b0092,b0381,ddlB,ddlA,double,0.8689
Fructose-6-Phosphate,b1096,b4039,pabC,ubiC,double,0.8689
Fructose-6-Phosphate,b0764,b2424,modB,cysU,double,0.8689
Fructose-6-Phosphate,b0273,b4254,argF,argI,double,0.8689
Fructose-6-Phosphate,b0763,b2423,modA,cysW,double,0.8689
Fructose-6-Phosphate,b2926,b3737,pgk,atpE,double,0.8689
Fructose-6-Phosphate,b0765,b2423,modC,cysW,double,0.8689
Fructose-6-Phosphate,b2926,b3736,pgk,atpF,double,0.8689
Fructose-6-Phosphate,b2926,b3731,pgk,atpC,double,0.8689
Fructose-6-Phosphate,b1779,b3734,gapA,atpA,double,0.8689
Fructose-6-Phosphate,b1849,b2500,purT,purN,double,0.8689
Fructose-6-Phosphate,b0767,b3386,pgl,rpe,double,0.8689
Fructose-6-Phosphate,b0078,b3670,ilvH,ilvN,double,0.8689
Fructose-6-Phosphate,b1702,b2926,ppsA,pgk,double,0.8689
Fructose-6-Phosphate,b2436,b3867,hemF,hemN,double,0.8689
Fructose-6-Phosphate,b0077,b3670,ilvI,ilvN,double,0.8689
Fructose-6-Phosphate,b2235,b4238,nrdB,nrdD,double,0.8689
Fructose-6-Phosphate,b1090,b4041,plsX,plsB,double,0.8689
Fructose-6-Phosphate,b1761,b3212,gdhA,gltB,double,0.8689
Fructose-6-Phosphate,b2234,b4238,nrdA,nrdD,double,0.8689
Fructose-6-Phosphate,b1779,b3735,gapA,atpH,double,0.8689
Fructose-6-Phosphate,b3059,b4041,plsY,plsB,double,0.8689
Fructose-6-Phosphate,b0674,b3744,asnB,asnA,double,0.8689
Fructose-6-Phosphate,b0765,b2424,modC,cysU,double,0.8689
Fructose-6-Phosphate,b0844,b3812,ybjI,yigB,double,0.8689
Fructose-6-Phosphate,b0078,b3671,ilvH,ilvB,double,0.8689
Fructose-6-Phosphate,b1378,b3924,pfo,fpr,double,0.8689
Fructose-6-Phosphate,b0870,b2320,ltaE,pdxB,double,0.8689
Fructose-6-Phosphate,b2926,b3733,pgk,atpG,double,0.8689
Fructose-6-Phosphate,b2551,b4388,glyA,serB,double,0.8689
Fructose-6-Phosphate,b0452,b0954,tesB,fabA,double,0.8689
Fructose-6-Phosphate,b2708,b3197,srlQ,kdsD,double,0.8689
Fructose-6-Phosphate,b2582,b3781,trxC,trxA,double,0.8689
Inosine,b0388,b3390,aroL,aroK,double,0.845
Inosine,b0765,b2422,modC,cysA,double,0.845
Inosine,b0928,b4054,aspC,tyrB,double,0.845
Inosine,b3117,b3772,tdcB,ilvA,double,0.845
Inosine,b2508,b2868,guaB,xdhC,double,0.845
Inosine,b0048,b1606,folA,folM,double,0.845
Inosine,b1779,b3738,gapA,atpB,double,0.845
Inosine,b2926,b3732,pgk,atpD,double,0.845
Inosine,b0764,b2423,modB,cysW,double,0.845
Inosine,b2414,b2421,cysK,cysM,double,0.845
Inosine,b3386,b3736,rpe,atpF,double,0.845
Inosine,b1692,b3281,ydiB,aroE,double,0.845
Inosine,b2926,b3734,pgk,atpA,double,0.845
Inosine,b0155,b1592,clcA,clcB,double,0.845
Inosine,b2465,b2935,tktB,tktA,double,0.845
Inosine,b1779,b3731,gapA,atpC,double,0.845
Inosine,b0907,b2551,serC,glyA,double,0.845
Inosine,b1779,b3736,gapA,atpF,double,0.845
Inosine,b0870,b0907,ltaE,serC,double,0.845
Inosine,b1779,b3737,gapA,atpE,double,0.845
Inosine,b1702,b2779,ppsA,eno,double,0.845
Inosine,b0126,b0339,can,cynT,double,0.845
Inosine,b1779,b3732,gapA,atpD,double,0.845
Inosine,b2926,b3738,pgk,atpB,double,0.845
Inosine,b0684,b2895,fldA,fldB,double,0.845
Inosine,b0954,b2836,fabA,aas,double,0.845
Inosine,b0149,b3396,mrcB,mrcA,double,0.845
Inosine,b0099,b1865,mutT,nudB,double,0.845
Inosine,b1622,b3008,malY,metC,double,0.845
Inosine,b2508,b2867,guaB,xdhB,double,0.845
Inosine,b0032,b0521,carA,ybcF,double,0.845
Inosine,b1779,b3733,gapA,atpG,double,0.845
Inosine,b3829,b4019,metE,metH,double,0.845
Inosine,b2551,b2913,glyA,serA,double,0.845
Inosine,b3386,b3735,rpe,atpH,double,0.845
Inosine,b0954,b3846,fabA,fadB,double,0.845
Inosine,b3386,b3738,rpe,atpB,double,0.845
Inosine,b2508,b2866,guaB,xdhA,double,0.845
Inosine,b0763,b2422,modA,cysA,double,0.845
Inosine,b0870,b2551,ltaE,glyA,double,0.845
Inosine,b1517,b3386,lsrF,rpe,double,0.845
Inosine,b0073,b1800,leuB,dmlA,double,0.845
Inosine,b0002,b3940,thrA,metL,double,0.845
Inosine,b0238,b2508,gpt,guaB,double,0.845
Inosine,b2926,b3735,pgk,atpH,double,0.845
Inosine,b0077,b3671,ilvI,ilvB,double,0.845
Inosine,b3386,b3732,rpe,atpD,double,0.845
Inosine,b0171,b0910,pyrH,cmk,double,0.845
Inosine,b1190,b4053,dadX,alr,double,0.845
Inosine,b0118,b1276,acnB,acnA,double,0.845
Inosine,b0764,b2422,modB,cysA,double,0.845
Inosine,b0763,b2424,modA,cysU,double,0.845
Inosine,b1761,b3213,gdhA,gltD,double,0.845
Inosine,b1702,b1779,ppsA,gapA,double,0.845
Inosine,b0033,b0521,carB,ybcF,double,0.845
Inosine,b0092,b0381,ddlB,ddlA,double,0.845
Inosine,b1096,b4039,pabC,ubiC,double,0.845
Inosine,b0764,b2424,modB,cysU,double,0.845
Inosine,b0273,b4254,argF,argI,double,0.845
Inosine,b0763,b2423,modA,cysW,double,0.845
Inosine,b2926,b3737,pgk,atpE,double,0.845
Inosine,b0765,b2423,modC,cysW,double,0.845
Inosine,b2926,b3736,pgk,atpF,double,0.845
Inosine,b2926,b3731,pgk,atpC,double,0.845
Inosine,b1779,b3734,gapA,atpA,double,0.845
Inosine,b1849,b2500,purT,purN,double,0.845
Inosine,b3386,b3731,rpe,atpC,double,0.845
Inosine,b3386,b3733,rpe,atpG,double,0.845
Inosine,b1518,b3386,lsrG,rpe,double,0.845
Inosine,b0078,b3670,ilvH,ilvN,double,0.845
Inosine,b1511,b3386,lsrK,rpe,double,0.845
Inosine,b1702,b2926,ppsA,pgk,double,0.845
Inosine,b2436,b3867,hemF,hemN,double,0.845
Inosine,b0077,b3670,ilvI,ilvN,double,0.845
